Monsoon_Intensity,Topography_Drainage,River_Management,Deforestation,Urbanization,Climate_Change,Dams_Quality,Siltation,Agricultural_Practices,Encroachments,Ineffective_Disaster_Preparedness,Drainage_Systems,Coastal_Vulnerability,Landslides,Watersheds,Deteriorating_Infrastructure,Population_Score,Wetland_Loss,Inadequate_Planning,Political_Factors,Flood_Probability,Annual_Rainfall,Seasonal_Rainfall,Temperature,Humidity,Cloud_Visibility,Flood
5,6,5,2,5,5,5,5,6,2,7,6,7,4,3,3,2,2,2,4,0.43,2100.4,1252,27.5,69.5,8.1,0
3,4,4,6,1,1,5,7,6,4,4,5,5,13,9,3,7,5,5,6,0.515,1530,935.3,22.7,64.7,9.5,1
3,7,2,5,4,7,,,2,8,5,2,5,5,5,4,2,9,7,8,0.49,1679,991.6,29.2,71.3,7.7,0
3,2,7,5,6,2,8,4,4,8,6,3,9,3,8,5,8,7,7,7,0.56,1493.8,847.6,25.7,65,9.3,1
5,7,4,6,1,5,4,7,8,3,6,4,7,0,6,8,9,5,5,3,0.515,2102,1251,27.4,72.7,7.7,1
7,3,7,4,11,3,6,4,4,5,7,3,7,8,3,3,3,4,5,7,0.52,2406,1372.6,26.9,76.3,6.1,1
7,2,1,5,3,8,3,6,3,9,4,1,3,6,5,6,4,1,4,5,0.43,2552.1,1509.3,29.5,78.3,5.6,0
3,4,6,5,5,7,4,6,5,3,5,4,5,10,5,5,9,5,6,6,0.54,1718.1,1026.9,29.1,64,7.6,1
5,6,2,6,2,3,8,3,5,8,5,5,6,9,3,3,5,6,5,10,0.525,2066.9,1185.7,24.3,71.7,7.4,1
5,2,2,7,,6,4,3,5,6,2,3,4,5,10,7,7,4,5,6,0.5,2148.8,1248.5,29.8,72.2,7.7,1
,,5,3,4,6,4,5,3,2,3,4,2,5,5,6,5,4,5,7,0.46,3226.4,1878.8,27.6,91.6,5.3,0
6,9,4,5,2,2,6,3,6,4,5,6,2,4,6,6,3,5,4,7,0.475,2192.4,1252.9,23.9,76.9,7.4,0
4,5,6,6,5,5,3,3,4,4,4,8,3,4,6,2,2,4,8,3,0.445,1830.8,1071.7,28.1,63.1,8.3,0
5,2,8,6,7,1,6,8,5,6,3,10,0,7,9,3,6,5,4,6,0.535,1896.8,1096.7,23.1,67.2,7.7,1
4,6,7,7,6,5,9,7,5,5,4,6,3,0,9,8,7,6,5,2,0.555,1822.1,1084.9,27.3,70.7,8,1
8,5,6,5,6,6,9,3,8,5,10,5,9,2,1,7,3,4,4,6,0.56,2784.9,1590,28.5,84.7,5.9,1
4,3,5,4,3,8,6,5,6,3,5,6,10,6,4,4,3,5,8,6,0.52,2003.7,1141.1,29.9,69.9,7.6,1
5,0,6,6,7,,7,5,5,9,7,8,5,8,6,5,5,7,6,7,0.595,2061,1172.8,27.3,72.3,7.3,1
5,4,3,8,5,6,8,4,5,7,7,4,8,4,3,6,4,4,3,5,0.515,2145.1,1250.3,28.2,70.5,7.2,1
5,5,5,6,5,3,3,5,2,5,2,3,4,3,3,4,2,4,6,3,0.39,2052.1,1221.9,26.8,71.6,7.4,0
8,4,4,9,4,5,5,3,8,2,5,8,3,7,2,5,4,5,5,3,0.495,2701,1546.7,26.5,82.8,5.4,0
7,2,4,7,3,6,7,4,8,4,5,2,6,4,2,3,8,7,8,4,0.505,2538.2,1431.5,27.2,82.6,6.6,1
3,3,4,6,3,,7,8,6,5,7,7,2,8,5,6,5,6,5,11,0.565,1583,938.9,28,65.9,8.1,1
8,4,7,8,4,0,5,3,8,3,4,3,6,8,6,8,1,5,2,4,0.485,2556.3,1523.1,21.8,84.7,6.1,0
6,6,5,7,3,8,10,6,0,3,5,6,7,6,6,10,3,2,3,6,0.54,2385.8,1340.7,30.2,76.1,6.2,1
5,3,3,7,4,3,3,5,5,5,3,2,6,5,3,6,7,1,6,3,0.425,2034,1147.7,25.5,68.3,7.1,0
7,4,6,8,5,3,5,4,2,3,4,9,4,4,3,3,6,4,6,5,0.475,2480.7,1417,26.6,82.7,6.7,0
4,6,7,2,5,,4,4,3,4,2,5,3,4,7,4,6,4,12,5,0.495,1973.5,1180.5,29.1,64.2,8.1,0
5,8,3,2,3,8,3,8,3,6,3,5,5,3,7,3,7,5,7,5,0.495,2161.1,1279.7,29.7,72.8,7.1,0
6,2,5,3,2,8,0,4,6,6,4,5,4,3,4,5,4,2,4,9,0.43,2452.3,1438.3,26.9,75,6,0
5,3,2,1,6,4,6,3,3,7,6,5,4,4,4,4,4,6,4,4,0.425,2071.1,1179.5,26.7,76.3,7,0
8,1,10,7,6,5,3,6,4,1,5,5,5,3,5,7,4,3,4,6,0.49,2814.1,1642.8,26.6,90.7,6.1,0
2,,2,7,3,4,3,3,8,5,6,2,7,2,3,6,5,5,6,7,0.465,1445.5,817.3,26.3,59.1,8.8,0
5,6,4,4,2,1,1,6,6,8,1,9,6,5,7,4,3,5,5,3,0.455,1940.2,1146.4,22.2,74.7,8,0
5,4,2,4,4,4,7,4,6,11,5,5,3,3,5,3,7,9,4,3,0.49,1999.1,1168.8,26,79.5,7.9,0
8,9,7,6,2,9,6,7,4,4,1,2,4,5,2,4,2,9,6,6,0.515,2768.9,1581.1,28.7,93.8,5.3,1
1,2,4,4,8,7,1,5,7,4,7,7,10,8,1,4,2,3,7,6,0.49,1254.5,744.9,30,52.4,8.3,0
2,3,8,6,,1,5,6,3,7,2,5,3,6,4,6,9,7,4,4,0.48,1295.7,732.5,23.6,59,9.4,0
3,9,3,5,6,5,8,4,4,8,6,4,7,5,4,9,1,7,7,6,0.555,1578.5,896.4,28.5,61.9,8.1,1
3,7,4,6,5,2,6,2,7,7,6,4,4,9,7,9,7,5,8,6,0.57,1542.6,902.8,25.7,62.1,9.1,1
,2,7,4,8,5,4,3,6,3,5,8,1,2,1,10,5,3,4,3,0.455,2563.3,1449.8,28.9,79,7,0
2,5,3,6,10,7,6,5,6,8,6,5,4,6,2,5,5,4,9,4,0.54,1536.6,859.8,30.2,55.8,8.7,1
2,8,7,4,5,3,5,6,4,6,3,7,4,7,3,3,4,8,4,7,0.5,1342.3,784.7,25.5,68.9,8.6,1
0,4,7,7,1,6,5,6,3,2,6,8,4,6,7,4,5,8,4,2,0.475,1062.6,635.9,27.7,58.9,9.5,0
6,3,,2,5,7,2,2,9,6,4,5,3,4,5,1,6,7,2,7,0.455,2436.9,1466,28.6,75.3,6.2,0
8,10,7,6,7,3,2,4,3,6,1,4,6,6,6,8,6,6,7,8,0.57,2642.7,1526.8,26,90.2,6.9,1
4,4,9,4,3,5,10,5,2,7,4,9,2,6,6,3,1,6,1,6,0.485,1903.7,1107.7,25.4,100,8.2,0
4,2,4,3,4,5,6,7,3,4,5,4,6,6,5,6,3,1,3,4,0.425,1840.8,1072.5,26.5,64.6,7.7,0
5,8,7,8,6,7,7,3,3,3,7,0,2,3,8,4,3,5,4,4,0.485,2169.1,1232.9,30.2,74.6,7.1,0
6,6,16,6,5,5,4,8,6,2,6,1,5,4,3,7,4,7,7,7,0.575,2336.2,1350.3,27.5,75.2,6.9,1
4,5,7,4,3,6,2,4,4,7,1,3,7,5,7,4,3,8,5,7,0.48,1878,1065.4,28.2,74.2,8.4,0
8,8,7,7,10,5,4,5,8,2,2,1,5,4,3,4,7,5,6,2,0.515,2776.2,1610,27.5,83.3,5.8,1
6,6,7,0,5,7,2,5,4,5,7,7,4,4,3,2,3,4,3,7,0.455,2417.6,1433.6,29.2,74.4,6.8,0
7,4,5,6,7,5,5,0,7,6,4,6,1,7,4,3,5,8,4,3,0.485,2592.1,1479.3,27.4,81.8,6.4,0
,7,4,4,6,1,10,6,4,1,5,6,3,5,7,5,5,3,7,3,0.495,2371.9,1339.9,22.7,72,7.2,0
5,3,6,2,4,1,5,3,4,5,6,3,8,7,6,6,8,6,3,4,0.475,1935.8,1099.6,23.3,70.9,8.4,0
5,12,6,7,6,4,3,7,6,5,3,6,10,4,2,11,6,4,4,3,0.57,2038.8,1171.6,27.3,72.4,7.6,1
5,5,1,8,4,5,6,3,10,7,4,4,1,4,5,10,4,6,8,7,0.535,2119.1,1238.4,27.5,76.3,7.7,1
5,6,5,7,7,8,3,5,4,3,7,4,4,4,1,6,0,2,2,3,0.43,2175.9,1254,29,68.6,6.7,0
4,4,9,5,3,3,,4,3,8,9,7,7,7,4,5,3,5,4,7,0.525,1810.7,1032.7,25,71.7,8.6,1
2,2,9,5,4,4,4,7,8,4,8,5,7,1,5,5,2,9,1,4,0.48,1383.6,783.2,26.6,73.4,8.6,0
9,6,6,4,2,6,3,4,1,7,6,5,7,4,7,4,5,9,3,4,0.51,3033.6,1758.4,25.2,92.6,5.7,1
5,7,5,3,1,4,2,7,7,9,4,7,6,7,3,3,9,4,7,1,0.505,2024.3,1209,26.8,76.8,7.5,1
3,5,4,4,3,6,6,2,7,1,3,7,8,7,4,2,3,4,4,4,0.435,1670.7,999.3,27.5,61.8,8,0
2,1,6,4,2,2,3,5,4,5,5,4,4,5,5,9,3,6,6,3,0.42,1279.6,736.2,24.3,65.6,9.2,0
4,3,2,3,3,4,4,4,4,3,9,8,5,9,3,1,7,4,4,6,0.45,1791.2,1034.4,27.2,66.9,7.3,0
3,8,3,7,6,3,4,2,4,3,7,1,2,5,4,3,6,4,4,5,0.42,1576.5,873.3,25.4,61.7,8.5,0
8,6,6,4,7,2,5,5,4,3,2,3,2,4,5,8,12,7,4,5,0.51,2554.2,1486.9,25,83.4,7.3,1
4,4,2,5,8,5,6,4,4,4,10,2,9,2,4,6,4,2,2,5,0.46,1876.8,1067.5,27.9,65.2,7.5,0
4,4,4,6,3,4,,9,5,4,5,4,5,4,3,2,8,8,5,2,0.465,1784.4,1040,25.5,76.9,8.5,0
5,7,4,9,6,8,1,7,7,4,11,6,7,4,2,4,3,3,7,7,0.56,2213.4,1300.5,30.5,69.6,7.4,1
4,8,6,5,6,3,3,4,4,5,4,7,5,7,9,4,5,5,4,5,0.515,1811.9,1039.9,26.1,67.2,8,1
5,0,6,,9,1,3,4,,7,9,5,1,4,1,2,3,6,7,9,0.445,1959.7,1130.6,24.9,78.8,7.3,0
6,2,8,5,4,6,7,3,5,9,6,6,5,2,5,0,5,2,5,2,0.465,2311.9,1302.8,27.4,74.9,6.7,0
11,6,4,1,3,9,5,3,4,7,6,4,4,6,3,5,7,4,4,9,0.525,3589.8,2071.1,29.4,92.5,4.4,1
4,1,5,8,2,6,5,6,7,9,7,7,5,8,1,4,7,7,5,6,0.55,1891.4,1087,27.3,69,7.6,1
6,6,5,3,1,3,3,7,9,2,7,6,5,5,4,6,9,3,6,7,0.515,2295.3,1304.6,24.7,72.8,7.7,1
7,2,3,4,7,6,8,7,9,8,7,10,4,5,4,7,6,3,6,5,0.59,2571.4,1516.7,28.6,81.9,5.7,1
4,4,7,2,7,4,2,4,3,12,8,5,4,8,6,6,3,2,4,4,0.495,1796.5,1029.4,27.5,58.7,8.1,0
6,2,7,9,3,1,3,5,3,3,3,8,5,6,5,4,6,7,6,7,0.495,2086.3,1232.7,23.4,79.5,6.8,0
5,6,6,6,4,2,5,3,2,4,6,4,3,4,5,4,8,6,4,6,0.465,2028.3,1202.8,23.9,69.8,8,0
8,0,2,6,1,7,4,4,2,5,8,5,5,7,6,6,6,4,6,7,0.495,2791.1,1617.9,27.5,80.4,6.3,0
6,,3,2,9,6,0,3,2,5,3,5,3,4,5,1,3,4,4,4,0.385,2353.6,1358.6,29.4,71.3,6.5,0
3,4,8,9,6,5,3,0,7,5,5,4,3,6,5,4,2,3,3,6,0.455,1675.6,961.6,26.8,66.3,7.7,0
5,5,5,4,5,6,4,12,9,3,3,6,3,6,4,3,6,3,2,3,0.485,2103.1,1255.6,27.4,64.9,7.8,0
3,4,5,5,3,4,4,4,8,3,10,3,6,5,8,5,5,5,10,7,0.535,1670.1,973,26.3,60.5,8.6,1
5,8,2,10,3,5,7,7,5,5,11,4,6,5,2,6,4,3,4,3,0.525,2036.4,1159,25.8,70,7.3,1
2,7,3,5,4,6,3,6,7,3,3,7,1,3,6,7,7,3,3,5,0.455,1434.2,816.3,28.9,61.8,9.3,0
6,2,4,9,3,3,5,5,3,5,3,4,4,5,1,4,8,5,3,9,0.455,2202.9,1295.6,26.2,76.6,7.5,0
6,11,2,6,3,7,6,7,5,6,4,4,4,3,2,5,4,8,5,6,0.52,2333.8,1394.6,29,80.3,6.7,1
8,5,4,9,8,5,2,4,4,2,5,4,2,6,3,4,5,7,6,3,0.48,2661.4,1588,27.4,93,6.2,0
7,5,12,3,3,6,9,4,12,5,3,3,5,5,5,9,3,2,3,2,0.53,2532.3,1458,28.7,76.3,7.3,1
5,4,3,2,3,3,6,7,6,1,6,5,8,4,8,10,9,7,7,5,0.545,1979.1,1182.9,24.9,77.9,7.8,1
1,1,4,3,6,9,6,2,,4,3,7,4,8,10,6,4,6,4,2,0.48,1367.3,799,33.2,55.9,8.9,0
2,7,3,3,3,7,5,5,3,6,2,9,4,5,4,4,4,5,5,5,0.455,1470.8,902.3,29.3,57.9,9,0
8,6,3,7,9,2,12,4,8,6,3,8,5,7,3,3,4,7,7,10,0.61,2616.4,1507.5,26.1,81.5,6.6,1
1,1,2,5,7,3,3,2,7,6,2,6,10,7,7,10,4,3,7,4,0.485,1071.7,627,26.3,54.5,9.6,0
8,7,6,4,2,5,6,8,2,9,5,6,5,9,8,11,2,9,3,6,0.605,2760.7,4898.16,26.3,91.7,6.1,1
3,4,1,7,7,4,5,6,4,6,6,4,5,3,6,5,5,5,10,7,0.515,1530.6,890.1,26.5,62.2,8.7,1
7,5,3,4,6,8,4,5,5,5,6,1,9,3,3,4,6,4,4,5,0.485,2611.8,1528.9,28.6,79.7,5.9,0
2,9,3,3,7,6,8,4,7,10,8,6,5,7,6,4,7,1,3,7,0.565,1488.2,839.5,27.4,53,8.6,1
5,3,9,6,8,4,6,9,2,2,8,6,8,5,11,7,3,4,4,7,0.585,2054.3,1204.4,28.7,71.4,7.5,1
5,8,3,11,8,4,6,3,2,3,4,4,4,6,5,4,8,3,8,3,0.51,2001.2,1177.3,26.3,66.2,8,1
3,7,6,4,2,5,6,6,4,3,4,4,6,2,5,4,11,5,6,3,0.48,1677.8,982.5,27.9,63.4,8.5,0
10,5,5,5,3,9,5,7,2,2,4,4,2,3,3,4,6,3,8,5,0.475,3329.8,1934.3,29.1,89.7,4.3,0
2,4,6,5,4,7,4,8,1,8,7,6,3,7,3,3,5,7,4,5,0.495,1472.2,820.2,46.8,62,7.3,0
7,4,2,3,,9,6,4,4,,7,4,6,8,5,6,2,4,9,6,0.54,2674.9,1554.5,29.9,77.7,6,1
6,5,9,3,4,4,5,,,2,8,4,6,5,2,7,6,4,1,0,0.44,2242.5,1287.2,25.3,73,6.7,0
3,2,3,4,4,3,4,5,1,5,2,6,10,3,7,3,2,7,5,3,0.41,1575.7,874.7,26,67.1,8.4,0
6,4,3,7,3,4,3,9,5,3,7,6,6,3,6,3,8,10,4,3,0.515,2303,1357.3,26,82.8,7.3,1
3,4,4,4,5,3,7,3,2,7,1,3,3,1,1,4,1,6,0,5,0.335,1600.9,933.8,25.6,60.7,8.8,0
5,7,10,9,6,,7,6,5,7,3,7,5,7,8,6,4,14,3,3,0.625,1940.8,1143.5,26.5,81.1,8.2,1
5,7,3,2,3,3,4,8,6,3,7,3,4,2,2,5,3,0,6,7,0.415,2019.9,1209.9,24.1,64,8,0
4,4,7,5,5,7,4,5,6,5,6,4,5,6,7,4,3,2,4,1,0.47,1873.7,1104.9,29.2,61.4,7.9,0
4,4,4,5,3,6,6,4,6,4,5,2,3,7,2,6,3,4,6,3,0.435,1905.9,1102.1,29.2,65.2,7.9,0
3,6,6,1,2,3,4,6,9,4,3,2,3,2,6,4,2,3,10,11,0.45,1593.1,917.6,23.5,62.2,8.3,0
6,10,6,4,6,3,5,4,7,7,4,5,3,6,3,7,8,2,6,6,0.54,2241.9,4898.16,25,71.5,7.6,1
4,0,2,3,4,4,4,4,8,5,3,4,3,8,5,2,9,5,5,5,0.435,1847.6,1092.9,26.7,67.8,7.1,0
5,9,9,6,6,5,3,4,7,3,6,7,7,11,11,2,7,7,1,2,0.59,2071.5,1188.4,27.8,76.3,8.2,1
3,,3,6,4,10,4,4,9,3,4,4,3,6,7,4,6,7,1,10,0.52,1783.6,983.3,31.6,67.5,7.5,1
5,8,3,2,2,6,5,8,6,2,8,7,6,5,6,4,4,3,5,10,0.525,2133.3,1270.6,26.8,74.5,7.4,1
8,4,7,8,5,3,8,6,4,4,4,9,7,6,6,6,5,3,7,8,0.59,2705.3,1574.3,24.8,78.9,7,1
7,2,,7,6,2,4,5,,5,5,9,1,3,7,5,3,3,6,3,0.45,2417.7,1357.1,24.1,82.4,6.5,0
4,7,4,6,6,3,,2,8,8,4,5,9,10,4,6,5,3,4,2,0.53,1765.9,1049.9,27.6,74,8.4,1
9,5,3,1,5,3,1,4,7,3,4,12,4,3,6,3,3,6,5,5,0.46,2880.2,1729.7,24.4,87.2,5.6,0
6,8,9,7,5,2,1,5,3,9,2,1,6,4,6,9,4,4,7,5,0.515,2169.4,1283.9,25.1,75.6,7.4,1
4,3,6,5,7,6,4,4,9,7,3,3,3,4,4,3,8,2,7,3,0.475,1902.4,1123.1,27.9,72,8.1,0
5,6,9,5,2,6,5,7,5,7,5,4,5,7,3,5,2,2,11,8,0.545,2110.2,1187.6,27.8,65.2,6.6,1
4,11,8,3,3,4,4,9,3,4,8,3,5,8,4,8,8,1,10,5,0.565,1834.5,1044.3,26.4,59.5,8.1,1
5,7,8,9,5,4,5,8,,6,2,2,4,3,3,3,5,1,1,5,0.465,2017.8,1154.9,26,63.3,7.7,0
3,9,10,5,5,0,4,11,4,5,6,3,6,8,8,8,0,6,4,4,0.545,1491.5,840.7,24.5,69,9.6,1
7,6,5,8,4,6,9,8,3,5,6,5,2,3,7,10,7,8,4,9,0.61,2523.4,1419.8,28,86.9,6.6,1
6,5,3,1,4,5,5,3,9,4,5,7,11,6,10,2,4,3,2,9,0.52,2223.7,1318.4,26.8,72.6,6.7,1
4,5,2,3,6,3,4,7,5,5,3,4,8,5,5,3,5,1,3,2,0.415,1781.5,1029.3,25.7,56.8,8.2,0
8,6,3,1,3,4,7,9,3,2,7,12,3,8,4,3,4,2,1,3,0.465,2701,1541.8,25.2,81.7,6.6,0
4,5,2,4,7,6,5,1,6,7,4,5,7,7,6,10,6,6,5,4,0.535,1849.2,1102.2,28.3,69.1,8,1
6,5,,4,6,1,8,5,5,6,9,5,6,5,8,6,4,4,3,5,0.535,2160.1,1226.1,23,73.9,7.8,1
1,3,6,6,1,5,5,4,4,4,8,5,6,6,2,10,4,2,5,2,0.445,1194.1,702.4,27.5,51.4,9.1,0
5,6,5,4,2,5,7,3,8,6,8,7,6,6,6,3,10,1,1,5,0.52,2054.5,1186.3,27,63.1,7.1,1
1,5,9,3,4,5,9,4,3,5,4,8,6,6,5,7,6,4,8,3,0.525,1155.2,683.4,27.4,55.4,9.1,1
5,7,5,1,2,2,5,5,7,5,6,6,7,3,1,5,4,4,6,6,0.46,1971.7,1124.4,23.8,74.7,8.1,0
5,2,5,9,5,3,5,3,4,9,8,8,7,2,4,8,5,8,9,3,0.56,2021.4,1175.2,25.2,78.5,7.5,1
6,5,3,3,8,4,5,11,8,7,3,3,3,7,8,6,5,5,8,6,0.57,2266.3,1362.9,27.5,76.8,6.7,1
11,7,4,9,11,6,12,5,9,3,4,2,6,4,3,6,7,6,4,5,0.62,3462.5,1979.5,28.9,99.9,4.6,1
4,4,7,5,6,2,8,4,6,5,4,5,8,4,7,5,6,2,10,4,0.53,1795.8,1042.9,23.4,59.7,8.5,1
5,5,5,4,5,8,6,3,2,5,7,5,6,10,3,6,4,1,3,3,0.48,2206,1240.6,28.7,67.8,6.9,0
7,3,4,6,2,3,5,2,3,9,3,3,6,5,7,3,8,5,4,3,0.455,2468,1435.6,23.1,76.8,6.5,0
0,7,4,4,9,5,1,8,3,6,5,2,2,3,5,9,3,8,4,4,0.46,889.3,538.1,29,56.7,10,0
7,6,4,4,3,5,3,6,5,3,8,4,5,2,8,4,5,5,4,6,0.485,2586.3,1519.7,25.8,80.6,6.8,0
8,5,,9,6,7,3,5,6,4,7,3,6,4,9,3,4,4,5,4,0.54,2830.2,1652.1,28.8,83,5.6,1
7,6,4,7,6,4,6,3,6,7,2,7,6,2,2,8,3,9,6,3,0.52,2452.8,1418.4,26.6,85.2,7,1
3,9,5,8,9,6,7,5,2,6,2,7,10,4,3,1,3,4,8,2,0.52,1634.8,936.9,30.8,63.9,8.5,1
4,4,4,6,5,4,8,3,8,2,3,3,9,6,8,2,7,2,3,3,0.47,1849.8,1034.8,25.1,58,8.4,0
4,7,7,8,5,4,3,5,5,8,5,3,3,2,3,5,5,7,8,2,0.495,1793.8,1063,25.8,70.7,8.2,0
3,5,3,2,0,4,8,3,0,8,4,7,5,9,6,2,6,3,8,4,0.45,1659.8,941.4,25.3,60.1,8.5,0
6,1,5,1,8,2,4,3,5,3,3,6,1,4,6,8,3,7,8,7,0.455,2115.5,1215.8,25.5,81.7,6.6,0
2,5,2,9,5,5,8,5,8,4,4,1,7,5,6,5,1,6,6,2,0.48,1428.1,780.5,28,57.4,8.6,0
8,5,8,4,5,6,4,2,1,3,7,5,2,6,9,6,5,3,4,4,0.485,2709,1551.7,28.7,82,5.7,0
1,5,2,5,4,3,3,6,6,5,7,2,6,8,5,5,3,7,7,1,0.455,1102.1,640.5,23.3,60.3,10,0
2,5,11,2,6,8,8,7,5,4,6,5,7,7,5,11,7,11,8,6,0.655,1473.2,904.8,28.9,68.2,7.7,1
5,6,8,4,2,5,3,5,8,4,4,4,6,2,4,6,4,5,4,2,0.455,2082.7,1205.3,26,75.6,7.5,0
8,5,9,8,7,5,3,7,7,4,6,3,2,3,3,5,7,1,4,3,0.5,2716.6,1596,26.5,78.3,5.7,1
4,7,3,4,5,6,5,6,6,6,7,3,6,5,5,3,8,3,3,8,0.515,1925.1,1114,29.3,67.3,8,1
5,9,2,2,6,2,8,12,5,5,4,3,5,1,10,8,7,6,5,5,0.55,1940.6,1149.3,25.4,72.1,8.3,1
6,4,4,2,6,3,8,8,4,10,4,3,1,7,3,3,8,10,9,7,0.55,2258.8,1332.6,25.1,82.4,7.1,1
7,8,4,4,8,4,3,5,6,7,3,4,8,4,6,2,1,3,6,4,0.485,2504.1,1395.8,24.7,79.8,6.8,0
7,8,1,5,2,4,8,5,5,5,6,9,5,6,5,6,3,6,4,5,0.525,2463.9,1454.1,25,84.3,7.6,1
2,5,2,3,2,6,2,2,2,9,3,4,7,8,2,4,5,9,4,6,0.435,1435.4,875.2,28.6,66.1,8.9,0
3,6,5,2,6,6,3,4,9,8,3,8,5,3,9,3,5,3,8,3,0.51,1631.1,925.5,28.5,61.6,8,1
1,4,7,8,3,5,6,7,7,9,8,2,4,1,5,3,5,7,2,4,0.49,1145.3,653.4,25.7,53.3,9.4,0
3,5,2,3,7,3,5,6,6,2,5,6,6,7,5,4,9,7,5,6,0.51,1524,858.4,27.8,69,8.1,1
5,7,7,5,7,5,6,4,4,3,3,8,6,3,2,7,3,5,5,7,0.51,2048.7,1188.6,27.8,77,7.1,1
6,5,6,8,6,3,6,5,7,6,7,10,10,4,3,5,9,7,9,5,0.635,2299.3,1348.8,25.9,76.5,6.7,1
5,6,5,2,7,7,5,5,4,7,3,4,7,4,7,7,3,2,6,6,0.51,2141.4,1253.9,31.1,66.2,7.2,1
6,3,5,3,4,5,3,11,5,4,5,4,6,5,8,7,3,6,2,8,0.515,2343.6,1280.9,26.7,81.6,6.3,1
7,4,5,2,7,4,3,4,3,6,3,6,2,3,3,8,4,6,4,6,0.45,2488.5,1462.5,25.8,83.7,6.4,0
6,9,9,2,5,6,7,2,7,4,7,5,5,5,2,4,2,9,4,6,0.53,2313.3,1356.1,28.5,86.6,7,1
7,3,4,6,2,7,4,4,6,2,9,5,2,3,5,7,4,4,6,4,0.47,2527.5,1512.1,27.3,77.2,6,0
7,3,5,6,5,4,4,9,5,2,8,4,1,7,7,3,7,3,5,7,0.51,2518,1461.2,24.8,76.3,5.7,1
,4,5,2,4,6,5,4,7,4,5,1,5,4,4,4,4,4,3,4,0.41,1674.7,955.1,29.9,65.3,8.6,0
5,8,7,8,8,8,2,5,7,8,6,1,1,7,3,4,2,3,3,4,0.5,2252.9,1299.3,30.6,68.6,7,1
4,2,5,6,5,3,6,7,6,12,6,4,1,4,6,11,5,7,5,5,0.55,1857.4,1115.8,24.4,71.9,8,1
5,4,3,5,3,4,6,4,7,5,5,4,3,3,2,2,4,3,6,6,0.42,2023.5,1197,26.2,68.1,7.4,0
6,5,6,7,6,4,1,5,7,5,2,3,7,2,4,6,3,6,7,5,0.485,2219.3,1280.3,27,80.9,6.9,0
5,,5,12,4,2,3,8,4,12,7,4,4,2,4,7,5,2,2,1,0.48,1952.8,1155.8,22,70.2,7.7,0
4,4,6,7,3,10,4,6,3,9,3,4,6,1,8,2,6,4,4,6,0.5,2058.1,1225.9,32.5,71.5,7,1
8,4,6,3,3,9,6,2,6,,2,6,5,1,9,4,3,4,5,2,0.46,2829.5,1655.2,30.3,82.6,5.2,0
3,8,9,5,5,4,5,3,3,6,8,6,5,9,4,7,5,4,5,5,0.545,1629.4,971.2,26.5,63.1,8.9,1
8,8,4,3,3,7,10,5,6,7,3,1,4,2,3,1,5,7,5,4,0.48,2756.6,1599.7,27.6,89.9,5.7,0
5,6,,6,9,6,3,8,7,5,6,7,6,3,3,4,3,7,7,2,0.54,2067.5,1205.6,29.2,73.1,7.6,1
3,6,2,9,3,7,5,7,3,11,6,6,5,6,6,8,6,5,3,5,0.56,1631.4,949.5,27.7,66.8,8.3,1
10,5,5,8,1,4,5,4,9,3,8,11,5,6,5,5,4,4,5,5,0.56,3187.3,1868.3,24.2,90.2,5.1,1
6,4,4,3,2,3,6,5,5,2,2,1,6,6,7,3,3,3,6,6,0.415,2258.6,1275.2,24.6,72.5,6.6,0
5,6,3,4,4,7,5,9,6,3,11,6,8,7,1,7,6,3,4,2,0.535,2129.6,1237.7,28,69.1,7.3,1
5,1,8,2,,1,3,4,4,9,3,4,3,6,4,5,5,4,2,3,0.4,1923.2,1102.3,23.3,69.2,7.8,0
4,5,4,11,4,8,4,1,9,2,7,3,6,6,5,9,4,7,9,5,0.565,2000,1140.8,30.4,76.4,7.2,1
6,3,3,5,5,5,7,3,8,6,4,6,3,7,3,6,10,4,7,2,0.515,2254.8,1348.1,27.3,74.3,6.9,1
6,6,3,6,8,4,9,5,6,6,7,6,4,3,9,5,6,2,4,2,0.535,2218.6,1284.8,28.6,76.4,7.5,1
4,3,5,6,6,6,9,5,3,1,7,5,3,6,4,4,4,4,5,5,0.475,1841.9,1105.8,28.9,67.1,7.6,0
4,6,9,5,3,4,2,9,8,3,2,7,3,7,3,6,6,8,8,5,0.54,1809.4,1070.4,25.1,77.4,8.2,1
6,6,7,4,5,4,3,6,2,3,5,8,5,9,5,7,3,6,8,1,0.515,2293.9,1332.2,25.8,72.6,7.8,1
6,7,4,6,2,13,1,4,5,4,5,4,5,6,2,5,3,4,3,5,0.47,2557.7,1488.4,33.7,70.7,5.9,0
4,2,5,6,6,5,12,6,6,0,3,7,5,6,3,4,4,4,4,6,0.49,1882.9,1075.8,28.1,70,7.1,0
7,3,2,3,1,4,5,7,8,3,7,6,5,9,2,2,2,4,2,7,0.445,2457.1,1404.3,24.5,75.1,7.1,0
2,9,3,7,6,2,3,5,8,2,6,6,7,3,8,4,7,3,7,8,0.53,1251.4,759,25,51.5,8.9,1
,13,9,8,,4,3,6,5,6,6,7,7,5,6,12,8,5,8,5,0.675,2071.7,1137.3,27.4,73.7,7.9,1
5,1,3,5,4,1,3,4,3,7,2,4,5,7,6,1,7,9,6,7,0.45,1896.5,1110.5,23.9,79.2,7.6,0
